City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kiunga,-6.1219,141.2906,19.98,93,48,1.57,PG,1694961892
365,saldanha,-33.0117,17.9442,17.03,62,0,5.54,ZA,1694961892
366,patna,25.6,85.1167,31.96,84,75,3.09,IN,1694961240
367,puerto aysen,-45.4,-72.7,5.08,87,65,1.62,CL,1694961892
368,cidreira,-30.1811,-50.2056,24.72,59,0,2.46,BR,1694961892
369,zhezqazghan,47.7833,67.7667,18.36,38,100,4.91,KZ,1694961893
370,benjamin constant,-4.3831,-70.0311,27.07,83,20,2.57,BR,1694961893
371,mhamid,29.82,-5.72,25.31,51,100,10.01,MA,1694961893
372,oranjemund,-28.55,16.4333,15.76,61,0,10.97,NA,1694961893
373,pangody,65.85,74.4859,11.42,81,90,5.45,RU,1694961893
374,lu-uk,5.9684,121.3122,26.28,83,97,0.49,PH,1694961893
375,akranes,64.3218,-22.0749,10.03,72,87,7.31,IS,1694961893
376,palikir - national government center,6.9248,158.1611,23.41,94,100,1.54,FM,1694961881
377,batticaloa,7.7102,81.6924,27.0,77,100,6.61,LK,1694961894
378,serik,36.9169,31.0989,33.14,38,39,2.63,TR,1694961659
379,sarlat-la-caneda,44.889,1.2166,30.24,43,100,4.02,FR,1694961687
380,velyka pysarivka,50.4259,35.485,21.07,39,3,1.69,UA,1694961894
381,afaahiti,-17.75,-149.2833,22.93,88,43,5.9,PF,1694961895
382,vila velha,-20.3297,-40.2925,27.97,77,40,5.14,BR,1694961895
383,luena,-11.7833,19.9167,35.29,10,32,2.33,AO,1694961895
384,exu,-7.5119,-39.7242,32.79,25,0,4.67,BR,1694961895
385,dakhla,23.6848,-15.958,26.01,61,5,9.77,EH,1694961895
386,galliano,29.4422,-90.2992,28.33,61,0,3.09,US,1694961896
387,cam ranh,11.9214,109.1591,27.98,78,40,2.06,VN,1694961896
388,dompu,-8.5356,118.4622,22.57,88,82,1.02,ID,1694961896
389,keelung,25.1283,121.7419,27.83,85,0,2.63,TW,1694961768
390,banda aceh,5.5577,95.3222,26.73,81,29,3.19,ID,1694961896
391,cole harbour,44.6724,-63.4751,17.76,88,100,8.23,CA,1694961897
392,korsakov,46.6328,142.7813,17.91,96,100,3.11,RU,1694961897
393,fengcheng,40.4536,124.0717,18.36,95,68,1.24,CN,1694961897
394,al mindak,20.1588,41.2834,31.78,31,70,2.52,SA,1694961897
395,nantucket,41.2835,-70.0995,23.03,68,0,6.17,US,1694961897
396,kantang,7.4054,99.5156,26.1,82,31,0.7,TH,1694961898
397,china,25.7,-99.2333,28.49,61,60,1.8,MX,1694961699
398,shahr-e babak,30.1165,55.1186,27.84,18,56,2.67,IR,1694961660
399,alesund,62.4723,6.1549,16.06,67,0,4.12,NO,1694961608
400,keflavik,64.0049,-22.5624,9.95,87,75,7.2,IS,1694961899
401,portland,45.5234,-122.6762,13.19,87,0,0.0,US,1694961899
402,kabansk,52.0486,106.6528,11.17,77,75,2.44,RU,1694961899
403,qamdo,31.1667,97.2333,4.97,90,99,1.76,CN,1694961899
404,walcourt,50.2539,4.4352,24.25,77,40,2.57,BE,1694961899
405,niamey,13.5137,2.1098,33.16,52,40,3.09,NE,1694961683
406,barranquilla,10.9639,-74.7964,29.88,84,20,2.06,CO,1694961840
407,masvingo,-20.0637,30.8277,27.76,29,0,5.49,ZW,1694961900
408,nizhniy odes,63.6445,54.856,8.43,96,100,1.75,RU,1694961900
409,kalispell,48.1958,-114.3129,4.02,93,0,0.0,US,1694961900
410,la'ie,21.6477,-157.9253,26.98,76,7,2.68,US,1694961900
411,morant bay,17.8815,-76.4093,32.62,66,51,3.04,JM,1694961900
412,al ain city,24.1917,55.7606,38.79,29,0,3.6,AE,1694961795
413,emerald,-23.5333,148.1667,16.86,62,0,3.52,AU,1694961901
414,brokopondo,4.75,-55.1667,31.67,51,54,1.16,SR,1694961901
415,smithers,54.7804,-127.1743,8.18,76,75,2.57,CA,1694961901
416,bima,-8.4667,118.7167,22.63,89,22,1.65,ID,1694961901
417,epernon,48.6103,1.6722,27.93,68,100,4.02,FR,1694961902
418,malango,-2.9627,119.9001,19.71,99,75,0.38,ID,1694961902
419,san luis de la loma,17.2706,-100.8939,27.43,77,98,0.93,MX,1694961902
420,arenys de mar,41.5819,2.5494,31.68,81,1,1.34,ES,1694961902
421,pathein,16.7833,94.7333,24.11,95,100,2.38,MM,1694961903
422,dolores,-36.3132,-57.6792,17.1,52,98,2.55,AR,1694961903
423,magadan,59.5667,150.8,2.52,82,61,3.5,RU,1694961830
424,kotlas,61.2611,46.6556,15.59,56,100,4.47,RU,1694961903
425,circleville,39.6006,-82.946,19.63,93,40,0.0,US,1694961903
426,gustavia,17.8962,-62.8498,32.53,73,96,3.13,BL,1694961903
427,ulan bator,47.9077,106.8832,8.07,76,75,3.0,MN,1694961903
428,saudarkrokur,65.7461,-19.6394,9.66,75,94,2.84,IS,1694961904
429,nurlat,54.4277,50.8051,16.32,50,8,2.98,RU,1694961904
430,estacion santa engracia,24.0159,-99.2015,27.58,63,71,2.49,MX,1694961904
431,escanaba,45.7453,-87.0646,15.54,88,0,3.6,US,1694961904
432,lagoa,39.05,-27.9833,19.88,63,89,4.56,PT,1694961904
433,arica,-18.475,-70.3042,20.13,64,75,1.03,CL,1694961736
434,tahe,52.3333,124.7333,7.3,99,100,0.62,CN,1694961905
435,emporia,38.4039,-96.1817,18.83,82,0,0.0,US,1694961905
436,luanda,-8.8368,13.2343,26.0,69,20,4.63,AO,1694961905
437,bijie,27.3125,105.2942,17.94,94,80,1.47,CN,1694961905
438,al kharijah,25.4514,30.5464,35.27,16,0,5.31,EG,1694961905
439,zhalantun,48.0,122.7167,11.25,91,100,1.43,CN,1694961905
440,vereshchagino,58.0789,54.6557,13.41,75,62,2.23,RU,1694961906
441,dabou,5.3256,-4.3769,25.97,82,67,4.64,CI,1694961906
442,samana,19.2056,-69.3369,29.12,84,40,2.06,DO,1694961906
443,yemetsk,63.4721,41.7941,13.47,70,100,4.14,RU,1694961906
444,amlapura,-8.45,115.6167,24.62,83,63,3.7,ID,1694961906
445,oum hadjer,13.2954,19.6966,36.58,26,9,3.53,TD,1694961906
446,aquiraz,-3.9014,-38.3911,32.05,51,3,7.68,BR,1694961907
447,kapa'a,22.0752,-159.319,26.18,77,0,6.17,US,1694961907
448,brookings,44.3114,-96.7984,12.92,80,0,0.4,US,1694961907
449,dubovskoye,47.4092,42.7575,18.64,53,99,2.53,RU,1694961907
450,algona,43.07,-94.233,15.07,100,0,3.6,US,1694961907
451,cobija,-11.0267,-68.7692,32.1,58,6,2.06,BO,1694961908
452,sola,-13.8833,167.55,25.8,81,64,8.11,VU,1694961908
453,soio,-6.1349,12.3689,25.06,78,95,3.56,AO,1694961908
454,yeppoon,-23.1333,150.7333,16.88,69,15,5.24,AU,1694961908
455,khmilnyk,49.5598,27.9575,23.52,30,0,3.92,UA,1694961908
456,pajok,3.8651,32.4821,27.78,67,67,0.9,SS,1694961909
457,grand-lahou,5.1367,-5.0242,26.62,78,69,4.37,CI,1694961909
458,kokkola,63.8385,23.1307,12.24,71,100,6.69,FI,1694961909
459,lompoc,34.6391,-120.4579,17.79,59,89,2.68,US,1694961909
460,zyryanovsk,49.7386,84.2719,10.29,75,25,0.47,KZ,1694961909
461,labrador city,52.9463,-66.9114,10.95,87,100,5.14,CA,1694961910
462,nadvoitsy,63.8667,34.3167,12.02,86,100,6.81,RU,1694961910
463,st. john's,47.5649,-52.7093,23.66,88,75,5.14,CA,1694961857
464,usogorsk,63.4106,48.6872,10.67,94,100,2.12,RU,1694961808
465,nelson bay,-32.7167,152.15,18.33,94,0,1.79,AU,1694961910
466,axim,4.8699,-2.2405,26.84,76,100,4.47,GH,1694961911
467,gorontalo,0.5412,123.0595,24.6,90,99,2.57,ID,1694961911
468,amalapuram,16.5833,82.0167,27.23,82,100,1.42,IN,1694961911
469,sarandi del yi,-33.35,-55.6333,18.13,75,95,6.81,UY,1694961911
470,deniliquin,-35.5333,144.9667,16.06,41,2,3.72,AU,1694961911
471,oranjestad,12.524,-70.027,30.97,66,40,8.23,AW,1694961912
472,minas de marcona,-15.2119,-75.1103,18.24,64,90,3.91,PE,1694961912
473,marakkanam,12.2,79.95,25.51,94,100,3.41,IN,1694961912
474,topchikha,52.8192,83.1185,13.93,77,55,1.6,RU,1694961912
475,chittaurgarh,24.8833,74.6333,23.88,94,100,1.45,IN,1694961912
476,ibshaway,29.358,30.6814,35.34,21,0,5.45,EG,1694961912
477,gizo,-8.103,156.8419,26.23,82,57,5.34,SB,1694961913
478,codrington,-38.2667,141.9667,11.52,93,100,0.68,AU,1694961913
479,kuchaiburi,22.2667,86.1667,26.67,81,63,1.61,IN,1694961913
480,aykhal,66.0,111.5,-4.28,99,49,3.11,RU,1694961913
481,fort st. john,56.2499,-120.8529,9.94,53,20,5.66,CA,1694961914
482,worgl,47.4833,12.0667,28.9,56,100,1.12,AT,1694961914
483,prince rupert,54.3161,-130.3201,13.05,94,100,16.98,CA,1694961914
484,al ghayzah,16.2079,52.176,29.26,79,95,3.58,YE,1694961914
485,tado,5.266,-76.5649,23.9,79,98,1.29,CO,1694961620
486,ankang,32.68,109.0172,22.62,95,100,1.39,CN,1694961914
487,canton,23.1167,113.25,28.97,75,9,2.28,CN,1694961915
488,aswan,24.0934,32.907,39.61,13,0,0.0,EG,1694961915
489,salinopolis,-0.6136,-47.3561,29.87,65,0,6.34,BR,1694961915
490,posto fiscal rolim de moura,-13.0833,-62.2667,38.91,23,2,2.57,BR,1694961915
491,weno,7.4515,151.8468,24.97,88,75,1.54,FM,1694961915
492,la banda,-27.7335,-64.2428,27.28,32,0,5.28,AR,1694961915
493,castillos,-34.1667,-53.8333,15.47,84,36,4.75,UY,1694961916
494,whitehorse,60.7161,-135.0538,8.43,71,75,6.69,CA,1694961916
495,fasa,28.9383,53.6482,35.58,10,0,4.12,IR,1694961916
496,cartagena del chaira,1.3349,-74.8429,24.49,83,92,0.23,CO,1694961916
497,adilcevaz,38.8039,42.7342,21.26,41,21,1.52,TR,1694961916
498,bhimunipatnam,17.8833,83.4333,27.73,78,100,0.6,IN,1694961917
499,torbat-e jam,35.244,60.6225,21.0,23,0,5.94,IR,1694961917
500,antsohihy,-14.8796,47.9875,26.93,60,56,3.61,MG,1694961917
501,mundri,-6.9558,111.71,26.34,67,52,4.06,ID,1694961917
502,ribeira brava,32.65,-17.0667,23.89,59,91,2.35,PT,1694961917
503,kodinsk,58.6881,99.1844,13.27,70,85,0.69,RU,1694961917
504,thinadhoo,0.5333,72.9333,28.13,78,8,6.2,MV,1694961918
505,el granada,37.5027,-122.4694,17.41,89,40,0.0,US,1694961918
506,tateyama,34.9833,139.8667,27.83,87,4,6.64,JP,1694961918
507,tumwater,47.0073,-122.9093,14.51,81,20,2.57,US,1694961918
508,tukrah,32.5341,20.5791,26.19,71,5,5.99,LY,1694961919
509,priozersk,61.0393,30.1291,13.89,91,74,6.72,RU,1694961919
510,vuktyl,63.8567,57.3094,8.01,92,100,0.14,RU,1694961919
511,christchurch,-43.5333,172.6333,12.4,40,2,4.63,NZ,1694961919
512,itoman,26.1247,127.6694,26.43,96,75,6.17,JP,1694961919
513,humberto de campos,-2.5983,-43.4611,34.18,40,5,5.38,BR,1694961919
514,phetchaburi,12.9667,99.5833,23.97,90,96,1.32,TH,1694961919
515,dourbali,11.8091,15.8632,33.73,45,99,1.01,TD,1694961920
516,palmer,42.1584,-72.3287,21.43,60,0,1.34,US,1694961920
517,manicore,-5.8092,-61.3003,27.97,78,20,2.06,BR,1694961920
518,inhambane,-23.865,35.3833,22.99,73,75,9.39,MZ,1694961920
519,aras-asan,8.8908,126.3033,26.08,86,90,0.55,PH,1694961920
520,mbabane,-26.3167,31.1333,14.24,89,97,2.6,SZ,1694961725
521,akropong,5.9746,-0.0854,26.53,74,100,3.77,GH,1694961921
522,alofi,-19.0595,-169.9187,22.94,73,49,5.66,NU,1694961921
523,rouissat,31.9243,5.3502,41.04,10,0,5.14,DZ,1694961921
524,bengkulu,-3.8004,102.2655,23.1,95,17,2.62,ID,1694961921
525,megion,61.0296,76.1136,13.01,76,98,2.82,RU,1694961921
526,kharp,66.8014,65.8081,5.26,94,100,3.66,RU,1694961922
527,al jawf,29.5,38.75,34.89,13,0,3.38,SA,1694961922
528,la paz,-16.5,-68.15,13.99,43,6,2.68,BO,1694961804
529,lodwar,3.1191,35.5973,35.06,26,37,4.68,KE,1694961922
530,san juan del sur,11.2529,-85.8705,27.12,89,75,0.0,NI,1694961922
531,linhares,-19.3911,-40.0722,26.77,65,92,3.23,BR,1694961922
532,cromer,52.9312,1.2989,19.82,68,100,5.36,GB,1694961734
533,kotputli,27.7167,76.2,25.48,83,35,5.13,IN,1694961923
534,las heras,-46.5419,-68.9359,1.93,85,100,4.91,AR,1694961923
535,mogocha,53.7333,119.7667,7.1,95,100,1.34,RU,1694961923
536,reggane,26.7158,0.1714,44.25,6,28,3.07,DZ,1694961923
537,goias,-15.5807,-49.6362,35.19,25,22,3.4,BR,1694961923
538,tiruchchendur,8.4833,78.1167,27.16,80,100,9.7,IN,1694961924
539,belyy yar,53.6039,91.3903,10.94,76,0,0.0,RU,1694961924
540,sarai,53.7458,41.0213,17.04,60,17,1.13,RU,1694961924
541,nogliki,51.8333,143.1667,9.49,63,95,1.29,RU,1694961924
542,escarcega,18.6089,-90.7454,31.02,54,4,2.26,MX,1694961924
543,bonthe,7.5264,-12.505,28.14,72,99,5.54,SL,1694961925
544,acajutla,13.5928,-89.8275,29.84,65,100,1.63,SV,1694961925
545,recea,47.6333,23.5167,26.78,53,75,2.68,RO,1694961925
546,energetik,51.7445,58.7934,16.58,60,40,2.71,RU,1694961925
547,nago,26.5881,127.9761,26.47,84,100,2.75,JP,1694961925
548,san miguel de tucuman,-26.8241,-65.2226,23.0,40,0,3.6,AR,1694961925
549,nuuk,64.1835,-51.7216,3.34,70,75,1.03,GL,1694961926
550,nova sintra,14.8667,-24.7167,22.54,73,26,5.77,CV,1694961926
551,vadlamuru,17.0954,82.1656,31.16,70,96,2.76,IN,1694961926
552,gladewater,32.5365,-94.9427,26.13,53,0,2.06,US,1694961926
553,kigorobya,1.6162,31.3089,24.56,66,54,0.74,UG,1694961926
554,souillac,-20.5167,57.5167,24.21,73,40,3.6,MU,1694961926
555,mocorito,25.4833,-107.9167,27.34,70,0,0.99,MX,1694961927
556,collie,-33.3667,116.15,6.2,93,0,1.0,AU,1694961927
557,basco,20.4487,121.9702,28.96,75,94,5.63,PH,1694961927
558,luderitz,-26.6481,15.1594,19.41,48,0,11.45,NA,1694961927
559,solwezi,-12.1688,26.3894,32.15,14,8,3.05,ZM,1694961927
560,kourou,5.1552,-52.6478,32.03,57,91,5.25,GF,1694961927
561,igarka,67.4667,86.5833,5.32,67,100,3.06,RU,1694961927
562,vila do maio,15.1333,-23.2167,29.44,70,100,4.35,CV,1694961928
563,bassila,9.0081,1.6654,25.26,84,100,2.95,BJ,1694961791
564,koungheul,13.9833,-14.8,30.99,62,84,1.51,SN,1694961928
565,sotnikovskoye,45.0039,43.7772,15.19,70,65,2.7,RU,1694961928
566,muslyumovo,55.3033,53.1947,16.66,59,10,2.43,RU,1694961928
567,kingaroy,-26.5333,151.8333,10.67,96,0,1.01,AU,1694961928
568,waddan,29.1614,16.139,34.12,10,0,4.01,LY,1694961928
569,acarau,-2.8856,-40.12,32.04,50,7,8.07,BR,1694961929
570,masuguru,-11.3667,38.4167,34.4,23,10,2.25,TZ,1694961929
